Content,Emotion_predicted,Emotion_actual
friend s son just get to visit Daddy after 3 yrs Denied cuz Daddy lose job amp could not pay a ton of support Kids want parent not,worry,sadness
a calander quot Calendar quot COLLANDER quot Bahaha That part be hilarious of course the whole thing be hilarious,happiness,worry
Morning,happiness,sadness
those little things you do that make me love you,love,love
haha i tell you it s not important,happiness,happiness
that be good but mean haha,happiness,happiness
school want to read Eclipse 200 and some 60 page read,happiness,sadness
I the next Blumenthal,worry,worry
i think i be followin u 4 bout a week so yea kinda,happiness,love
karleemay I be horror movie obsess Esp campy 80s film and Troma Wish I didn t work tomorrow,worry,sadness
start on Sunday and I m sad as I can t afford Sky,worry,sadness
thanx mang shes due in june 12th and yezzir the first baby drummer boi,happiness,happiness
be treat me good as of now don t know how long,worry,love
god I m so sleepy and it s only 6 30 Must be sleep deprive I even fell asleep sit up groan I m I really that old,worry,worry
Haha Yeah I hear they that Leicester win I be home by my self with a movie some candy and a pizza Amazing even,happiness,happiness
AHH Voting be close for your categories I would have vote for you in them though I try,worry,sadness
bail on sponsorship,sadness,hate
be leave work early except me,worry,worry
nice recolouring of your page nobody be buy your anti twitter word YOU LOVE IT,love,happiness
to see the Tinyï ½s think thoughts about smile I catch from the radio and big daft grin all over my face,happiness,sadness
Have you see Wolverine Might want to change that pic There s a new sheriff in town,love,worry
so I take it it wasn t the best weekend,happiness,worry
this will make you feel better Will down a cocktail or 2 in your honour Now get retort,worry,happiness
be wong,worry,worry
LSU w a 7 spot in B7 now lead Southern 8 2 Was intentionally not mention anything and it get jinx anyhow,worry,sadness
to go home take care guy catch ya ll later when i get home,happiness,love
Mothers Day Everybody,love,love
twitter be lone of my favorite hobbies lt 3 be drink be my PROFESSIONN,happiness,happiness
a job,worry,worry
goodbye to a good trust friend today Goodbye free Sky TV you be the best friend anyone could have have,sadness,sadness
You ve get to have standards Alice otherwise be would we be you get to enjoy life it s what life be for,happiness,happiness
LOL wow dawg doesn t sound like you re play I feel bad now haha,happiness,sadness
Yeah I only drink a little bite anyways It definitely be the show and not the drink,worry,happiness
whoa rad coffee make me stay up all night,happiness,worry
be ask to sing yet again aha coffee mornin this time psychology past question amp revision suck,sadness,sadness
busy bee I wish I didn t have 2 do laundry Worst,worry,hate
sleep I need to go to my mums but by the time I get there Clara will be in bed,sadness,sadness
That sound like lot of fun Nick lol,happiness,happiness
catatonickid YogaChicky Shiv his place slowly I hope,worry,happiness
figure out this new alarm daddy give me SOO loud I think I blow out my ear drum,worry,hate
want cookies for breakfast Luckily I m an adult and can do that,happiness,happiness
ready for the weekend I hope the sun come out later today tho Where u from,happiness,happiness
a nice dinner with the hubby and now on our way home 45 min drive out of the city sigh,happiness,worry
noo why what be you gon na do there wandelweekend,worry,happiness
quot I m sorry quot roll Okay I give in I m such a sucker,worry,sadness
quot Gears of War quot on my PC This game be really good,happiness,happiness
aparently my Out of Sight album sampler cd only have the video on it,worry,happiness
i try that the other day but they werent give up what they be use,sadness,sadness
just find out she doesn t get to take lunch now but rather in an hour Hello delivery,worry,worry
want to go to work,sadness,worry
Casue everyone be go their seperate ways Never go to see my friends again,worry,sadness
Fab eh Feel free to come along for some pre ep 4 chat and drink over at Luigi s tomorrow,happiness,happiness
mom doesn t have twitter but imma post this anyway I love you mommy,love,love
band from Hawaii with a Sublime sound so all you sublime haters can just move along,happiness,happiness
best friend be come excite,happiness,love
Hey Thank you x and You re Welcome Must say I love to travel and where be you at the moment x,love,worry
love it when it rain on me when im golf,sadness,happiness
I d love that And don t think of it as easy Think of it as enthusiastic,worry,sadness
have a 2pm finish look so enjoyable Pity I m teetotal for another week,happiness,sadness
to IKEA with the roomie so she can shop for her apartment IKEA be in like my top ten store that I love,love,happiness
haha no kid I listen to them all day long bud,happiness,love
dammit i have the pass but i be still at work,sadness,worry
My pleasure I really enjoy your random word poetry and be disappoint when I miss out on participate,sadness,sadness
Ahh can t do this one will be in las Vegas that weekend noctweetup,worry,sadness
for my dance recital tonorrow at UP Groove Central will be miissed Coach Mycs Loveyouu,happiness,worry
Please no more tweet memes,worry,sadness
up JUST GOT HOME ready to go to sleep,worry,worry
for school what could be better,happiness,happiness
andyclemmensen Me too haha I do but have no credit,happiness,worry
Everyone miss me much muahh,sadness,sadness
god they re break down so much plaster what be they do in there i like wall thank,worry,worry
to go to walmart but win t go alone,sadness,happiness
Well don t point and laugh if I mess up or die of nervousness,worry,worry
sorry GPGMail,worry,sadness
spend an hour do a dino blog on myspace i lovee dinos lt 33 Oh and the movie be really funny,love,worry
sadly my corporate giant employer win t let me get to that site,worry,sadness
Wish I could make it too I hate my commute sometimes,sadness,hate
ahh i wish you guy would come to a hot topic near me,worry,hate
Just discover your Band from TV you guy be really good Love the music,love,love
nice how Natalie teach Jameson quot why quot,happiness,happiness
I d Love to work with you Tell ur friends to follow me,love,love
remain dead,sadness,worry
Can t wait to see you on December in Switzerland for a third rendez vous Great show You be just amaze Enjoy in OZ,happiness,happiness
want to see JB3D cant wait for thursday,worry,love
prayer meet how AMAZING be the gift of prayer i m completely buzz this morning In christ alone my hope be find,worry,happiness
YEYY MADDY IS FABULOUSS GOD BLESS HER,worry,happiness
Goonies Projected On a garage door With my friends Amazing,worry,love
have more followers than me I wan na be as cool as her Follow her so that will never happen,worry,sadness
Namaskar amp Namaste r both the same Marathi people say Namaskar its a marathi word should i naah,worry,hate
much for have a fun day off at the Brewer game at home sick,happiness,sadness
I do I ll probably get fire if I do though,worry,worry
to Parking Facilities to turn in permit renewal Not be across from the breakroom mean I check snailmail once a month,sadness,hate
Happy Birthday I didn t get you anything but you have my best wish,love,worry
and happy mother day,love,happiness
do it in a couple od days when I have more time for now I need to get some sleep Night Night All Peace,worry,happiness
Haha AWESOME And clearly only Trinity be awesome enough to have access to it,happiness,love
Just BS d that whole paper So tire Ugh I hate school time to sleep,sadness,sadness
half awake in my comm theory section Wahh I want my bed,worry,worry
go to graduation hubby to be not feel well so instead do more job hunt online,worry,sadness
what a society we live in,worry,worry
head into lovely Suffolk to a nice pub May tweet later but hopefully I ll be too distrcated,love,worry
all a little upset cause Stephanie didn t bring brownies today,worry,sadness
Sorry dude couldn t make BBQ only just back from hospital,sadness,worry
